BMT:4th Avenue:25 St:R:40.660323:-73.997952:wiki:mta:misc:bmt-4th-avenue-25-st:1
BMT:4th Avenue:36 St:N,R:40.654365:-74.004113:wiki:mta:misc:bmt-4th-avenue-36-st:1
BMT:4th Avenue:4 Av-9 St:F,G,R:40.670387:-73.988480:wiki:mta:misc:bmt-4th-avenue-4-av-9-st:1
BMT:4th Avenue:45 St:R:40.649389:-74.009333:wiki:mta:misc:bmt-4th-avenue-45-st:1
BMT:4th Avenue:53 St:R:40.645619:-74.013688:wiki:mta:misc:bmt-4th-avenue-53-st:1
BMT:4th Avenue:59 St:N,R:40.641633:-74.017362:wiki:mta:misc:bmt-4th-avenue-59-st:1
BMT:4th Avenue:77 St:R:40.629503:-74.025452:wiki:mta:misc:bmt-4th-avenue-77-st:1
BMT:4th Avenue:86 St:R:40.623498:-74.028204:wiki:mta:misc:bmt-4th-avenue-86-st:1
BMT:4th Avenue:95 St:R:40.617363:-74.030404:wiki:mta:misc:bmt-4th-avenue-95-st:1
BMT:4th Avenue:Atlantic Av-Pacific St:B,D,N,Q,R,2,3,4,5:40.683928:-73.978412:wiki:mta:misc:bmt-4th-avenue-atlantic-av-pacific-st:1
BMT:4th Avenue:Bay Ridge Av:R:40.635468:-74.023313:wiki:mta:misc:bmt-4th-avenue-bay-ridge-av:1
BMT:4th Avenue:DeKalb Av:Q,R:40.689817:-73.981082:wiki:mta:misc:bmt-4th-avenue-dekalb-av:1
BMT:4th Avenue:Prospect Av:R:40.665299:-73.992729:wiki:mta:misc:bmt-4th-avenue-prospect-av:1
BMT:4th Avenue:Union St:R:40.677171:-73.983020:wiki:mta:misc:bmt-4th-avenue-union-st:1
BMT:Astoria:30 Av:N,Q:40.766963:-73.921192:wiki:mta:misc:bmt-astoria-30-av:1
BMT:Astoria:36 Av:N,Q:40.756796:-73.929740:wiki:mta:misc:bmt-astoria-36-av:1
BMT:Astoria:39 Av:N,Q:40.752901:-73.932903:wiki:mta:misc:bmt-astoria-39-av:1
BMT:Astoria:Astoria Blvd:N,Q:40.770870:-73.916935:wiki:mta:misc:bmt-astoria-astoria-blvd:1
BMT:Astoria:Astoria-Ditmars Blvd:N,Q:40.775025:-73.911891:wiki:mta:misc:bmt-astoria-astoria-ditmars-blvd:1
BMT:Astoria:Broadway:N,Q:40.762217:-73.925349:wiki:mta:misc:bmt-astoria-broadway:1
BMT:Brighton:7 Av:B,Q:40.677324:-73.972212:wiki:mta:misc:bmt-brighton-7-av:1
BMT:Brighton:Atlantic Av:B,D,N,Q,R,2,3,4,5:40.685222:-73.977628:wiki:mta:misc:bmt-brighton-atlantic-av:1
BMT:Brighton:Avenue H:B,Q:40.629884:-73.961882:wiki:mta:misc:bmt-brighton-avenue-h:1
BMT:Brighton:Avenue J:B,Q:40.625140:-73.960798:wiki:mta:misc:bmt-brighton-avenue-j:1
BMT:Brighton:Avenue M:B,Q:40.617928:-73.959454:wiki:mta:misc:bmt-brighton-avenue-m:1
BMT:Brighton:Avenue U:B,Q:40.598991:-73.955828:wiki:mta:misc:bmt-brighton-avenue-u:1
BMT:Brighton:Beverly Rd:B,Q:40.644272:-73.964528:wiki:mta:misc:bmt-brighton-beverly-rd:1
BMT:Brighton:Brighton Beach:B,Q:40.577986:-73.960258:wiki:mta:misc:bmt-brighton-brighton-beach:1
BMT:Brighton:Church Av:B,Q:40.649427:-73.963356:wiki:mta:misc:bmt-brighton-church-av:1
BMT:Brighton:Cortelyou Rd:B,Q:40.641314:-73.963996:wiki:mta:misc:bmt-brighton-cortelyou-rd:1
